Gene,Symbol,casTLE_Effect,casTLE_Score,pvalue,Logpvalue
ENSMUSG00000037771,Slc32a1,-4,15.3,0.0124,1.906578315
ENSMUSG00000031156,Slc35a2,0,0,0.594,0.226213555
ENSMUSG00000060181,Slc35e3,0,0,0.594,0.226213555
ENSMUSG00000020261,Slc36a1,3.5,1.85,0.13,0.886056648
ENSMUSG00000022464,Slc38a4,0,0,0.72,0.142667504
ENSMUSG00000022243,Slc45a2,1.7,1.13,0.124,0.906578315
ENSMUSG00000026435,Slc45a3,0,0,0.594,0.226213555
ENSMUSG00000006641,Slc5a6,1.1,0.405,0.368,0.434152181
ENSMUSG00000030310,Slc6a1,0,0,0.766,0.11577123
ENSMUSG00000031089,Slc6a14,-2.1,1.26,0.209,0.679853714
ENSMUSG00000021609,Slc6a3,0.2,0.00682,0.722,0.141462802
ENSMUSG00000020838,Slc6a4,1.7,0.476,0.348,0.458420756
ENSMUSG00000039728,Slc6a5,0,0,0.766,0.11577123
ENSMUSG00000030096,Slc6a6,-0.7,0.583,0.19,0.721246399
ENSMUSG00000052026,Slc6a7,3.6,2.32,0.0776,1.110138279
ENSMUSG00000019558,Slc6a8,-6.9,3.97,0.0265,1.576754126
ENSMUSG00000028542,Slc6a9,3.4,0.601,0.319,0.496209317
ENSMUSG00000041313,Slc7a1,-4.7,0.688,0.303,0.518557371
ENSMUSG00000027737,Slc7a11,-6.4,0.481,0.459,0.338187314
ENSMUSG00000031596,Slc7a2,0,0,0.766,0.11577123
ENSMUSG00000031297,Slc7a3,0,0,0.766,0.11577123
ENSMUSG00000022756,Slc7a4,0.5,0.0682,0.58,0.236572006
ENSMUSG00000022180,Slc7a8,0,0,0.766,0.11577123
ENSMUSG00000020733,Slc9a3r1,0.5,0.499,0.456,0.341035157
ENSMUSG00000033210,Slc9c1,0,0,0.72,0.142667504
ENSMUSG00000041698,Slco1a1,0,0,0.766,0.11577123
ENSMUSG00000030237,Slco1a4,-1.6,1.1,0.236,0.627087997
ENSMUSG00000079262,Slco1a6,6.5,9.89,0.0036,2.443697499
ENSMUSG00000030737,Slco2b1,-0.3,0.0319,0.641,0.19314197
ENSMUSG00000021597,Slf1,-2.1,1.26,0.304,0.517126416
ENSMUSG00000020409,Slu7,0,0,0.594,0.226213555
ENSMUSG00000059772,Slx1b,0,0,0.72,0.142667504
ENSMUSG00000031681,Smad1,0,0,0.72,0.142667504
ENSMUSG00000024563,Smad2,0,0,0.594,0.226213555
ENSMUSG00000032402,Smad3,-0.5,0.385,0.236,0.627087997
ENSMUSG00000024515,Smad4,-0.2,0.0564,0.463,0.334419009
ENSMUSG00000021540,Smad5,0.7,0.662,0.423,0.373659633
ENSMUSG00000036867,Smad6,0.1,0.00689,0.568,0.245651664
ENSMUSG00000025880,Smad7,0,0,0.594,0.226213555
ENSMUSG00000027796,Smad9,0,0,0.72,0.142667504
ENSMUSG00000031099,Smarca1,0.8,0.682,0.419,0.377785977
ENSMUSG00000024921,Smarca2,0,0,0.594,0.226213555
ENSMUSG00000031715,Smarca5,0.5,0.193,0.316,0.500312917
ENSMUSG00000039354,Smarcal1,0,0,0.72,0.142667504
ENSMUSG00000023018,Smarcd1,0.5,0.161,0.548,0.261219442
ENSMUSG00000078619,Smarcd2,0,0,0.72,0.142667504
ENSMUSG00000028949,Smarcd3,0,0,0.72,0.142667504
ENSMUSG00000022432,Smc1b,1.2,0.664,0.178,0.749579998
ENSMUSG00000028312,Smc2,0,0,0.594,0.226213555
ENSMUSG00000034349,Smc4,0,0,0.594,0.226213555
ENSMUSG00000024943,Smc5,0,0,0.594,0.226213555
ENSMUSG00000030655,Smg1,-9.4,2.26,0.0819,1.086716098
ENSMUSG00000038290,Smg6,0,0,0.72,0.142667504
ENSMUSG00000002210,Smg9,-6.8,22.3,0.00901,2.045275209
ENSMUSG00000001761,Smo,0,0,0.594,0.226213555
ENSMUSG00000021136,Smoc1,0,0,0.594,0.226213555
ENSMUSG00000027333,Smox,-0.8,0.146,0.499,0.301899454
ENSMUSG00000031906,Smpd3,2.2,1.28,0.11,0.958607315
ENSMUSG00000005899,Smpd4,3.1,2.74,0.0538,1.269217724
ENSMUSG00000041476,Smpx,1.4,0.474,0.213,0.671620397
ENSMUSG00000036061,Smug1,0.7,0.0569,0.462,0.335358024
ENSMUSG00000038780,Smurf1,0.6,0.159,0.345,0.462180905
ENSMUSG00000055027,Smyd1,0,0,0.72,0.142667504
ENSMUSG00000026603,Smyd2,-0.2,0.0329,0.5,0.301029996
ENSMUSG00000055067,Smyd3,0.1,0.0113,0.691,0.160521953
ENSMUSG00000011837,Snapc2,-0.4,0.106,0.579,0.237321436
ENSMUSG00000032398,Snapc5,0,0,0.72,0.142667504
ENSMUSG00000006058,Snf8,-1.1,0.595,0.321,0.493494968
ENSMUSG00000050213,Snip1,1.4,1.27,0.302,0.519993057
ENSMUSG00000001158,Snrnp27,-5,0.395,0.478,0.320572103
ENSMUSG00000029402,Snrnp35,-0.4,0.00179,0.715,0.145693958
ENSMUSG00000021431,Snrnp48,0,0,0.72,0.142667504
ENSMUSG00000030512,Snrpa1,-0.1,0.00635,0.704,0.152427341
ENSMUSG00000021039,Snw1,0,0,0.594,0.226213555
ENSMUSG00000019804,Snx3,0,0,0.766,0.11577123
ENSMUSG00000023045,Soat2,0.5,0.0572,0.597,0.224025669
ENSMUSG00000038037,Socs1,0.4,0.07,0.445,0.351639989
ENSMUSG00000020027,Socs2,-5.3,24.3,0.000331,3.480172006
ENSMUSG00000059625,Sohlh1,-1.8,1.69,0.204,0.690369833
ENSMUSG00000031626,Sorbs2,0.3,0.0719,0.605,0.218244625
ENSMUSG00000063434,Sorcs3,3.3,1.14,0.229,0.640164518
ENSMUSG00000044352,Sowaha,0.9,0.266,0.276,0.559090918
ENSMUSG00000045314,Sowahb,0.9,0.802,0.395,0.403402904
ENSMUSG00000044400,Sowahd,1.4,3.3,0.0875,1.057991947
ENSMUSG00000040489,Sox30,1.3,2.31,0.129,0.88941029
ENSMUSG00000070034,Sp110,0.2,0.0212,0.669,0.174573882
ENSMUSG00000070031,Sp140,0,0,0.72,0.142667504
ENSMUSG00000018678,Sp2,-0.3,0.248,0.515,0.288192771
ENSMUSG00000075304,Sp5,0.4,0.204,0.531,0.274905479
ENSMUSG00000038560,Sp6,0,0,0.72,0.142667504
ENSMUSG00000060284,Sp7,0.3,0.106,0.579,0.237321436
ENSMUSG00000048562,Sp8,0.3,0.0789,0.598,0.223298816
ENSMUSG00000037617,Spag1,0,0,0.72,0.142667504
ENSMUSG00000002055,Spag5,0,0,0.594,0.226213555
ENSMUSG00000021990,Spata13,1.2,1.47,0.257,0.590066877
ENSMUSG00000047030,Spata2,0.7,0.36,0.243,0.614393726
ENSMUSG00000021007,Spata7,-2,0.742,0.407,0.390405591
ENSMUSG00000049653,Spatc1,0.5,0.178,0.327,0.485452247
ENSMUSG00000024215,Spdef,0.8,0.0823,0.595,0.225483034
ENSMUSG00000052525,Spdya,2.6,1.83,0.0811,1.090979146
ENSMUSG00000042331,Specc1,0,0,0.594,0.226213555
ENSMUSG00000033444,Specc1l,0,0,0.594,0.226213555
ENSMUSG00000026207,Speg,-0.3,0.0724,0.573,0.241845378
ENSMUSG00000041165,Spem1,0,0,0.72,0.142667504
ENSMUSG00000040761,Spen,-0.5,0.388,0.236,0.627087997
ENSMUSG00000032388,Spg21,-0.2,0.0236,0.662,0.179142011
ENSMUSG00000057342,Sphk2,0.8,0.0155,0.693,0.159266765
ENSMUSG00000026163,Sphkap,1,0.225,0.444,0.35261703
ENSMUSG00000008193,Spib,0.6,0.352,0.487,0.312471039
ENSMUSG00000041974,Spidr,0,0,0.594,0.226213555
ENSMUSG00000096645,Spin2e,0,0,0.594,0.226213555
ENSMUSG00000095754,Spin2f,0,0,0.594,0.226213555
ENSMUSG00000060201,Spink7,1.2,0.523,0.202,0.694648631
ENSMUSG00000050074,Spink8,-0.4,0.176,0.328,0.484126156
ENSMUSG00000010154,Spire2,0,0,0.766,0.11577123
ENSMUSG00000020798,Spns3,0,0,0.72,0.142667504
ENSMUSG00000005883,Spo11,0,0,0.72,0.142667504
ENSMUSG00000022114,Spry2,0,0,0.594,0.226213555
ENSMUSG00000036966,Spryd3,0,0,0.766,0.11577123
ENSMUSG00000074899,Sptbn5,0.1,0.0157,0.682,0.166215625
ENSMUSG00000039092,Sptlc3,-0.2,0.0133,0.701,0.154281982
ENSMUSG00000046957,Spz1,-5.1,1.59,0.226,0.645891561
ENSMUSG00000006050,Sra1,-0.2,0.0279,0.656,0.183096161
ENSMUSG00000070637,Srarp,0,0,0.594,0.226213555
ENSMUSG00000024135,Srbd1,0,0,0.72,0.142667504
ENSMUSG00000021594,Srd5a1,0,0,0.594,0.226213555
ENSMUSG00000002007,Srpk3,0,0,0.766,0.11577123
ENSMUSG00000090084,Srpx,-0.5,0.239,0.29,0.537602002
ENSMUSG00000031253,Srpx2,0,0,0.594,0.226213555
ENSMUSG00000001323,Srr,3.7,2,0.108,0.966576245
ENSMUSG00000037364,Srrt,1.9,2.85,0.104,0.982966661
ENSMUSG00000028676,Srsf10,0,0,0.72,0.142667504
ENSMUSG00000055436,Srsf11,-0.5,0.344,0.489,0.310691141
ENSMUSG00000028911,Srsf4,-5,2.19,0.139,0.8569852
ENSMUSG00000016921,Srsf6,1.5,3.09,0.0947,1.023650021
ENSMUSG00000024097,Srsf7,0.1,0.0091,0.697,0.156767222
ENSMUSG00000029538,Srsf9,0.3,0.0155,0.682,0.166215625
ENSMUSG00000032802,Srxn1,0.5,0.18,0.54,0.26760624
ENSMUSG00000069036,Sry,2.1,2.44,0.0651,1.186419011
ENSMUSG00000037013,Ss18,-0.2,0.064,0.453,0.343901798
ENSMUSG00000039086,Ss18l1,0,0,0.594,0.226213555
ENSMUSG00000032526,Ss18l2,1.2,1.12,0.334,0.476253533
ENSMUSG00000003992,Ssbp2,-4.3,2.32,0.128,0.89279003
ENSMUSG00000061887,Ssbp3,0,0,0.72,0.142667504
ENSMUSG00000070003,Ssbp4,-0.4,0.37,0.483,0.316052869
ENSMUSG00000042121,Ssh1,0,0,0.72,0.142667504
ENSMUSG00000037926,Ssh2,-5.9,1.03,0.249,0.603800653
ENSMUSG00000034616,Ssh3,2.4,0.658,0.308,0.511449283
ENSMUSG00000026966,Ssna1,0.1,0.00717,0.566,0.247183569
ENSMUSG00000079478,Sssca1,-0.1,0.00528,0.572,0.242603971
ENSMUSG00000023165,Ssxb2,0.1,0.00301,0.712,0.147520006
ENSMUSG00000031995,St14,2.1,1.51,0.173,0.761953897
ENSMUSG00000033740,St18,-0.5,0.321,0.495,0.305394801
ENSMUSG00000024172,St6gal2,0,0,0.594,0.226213555
ENSMUSG00000039037,St6galnac5,-0.5,0.259,0.512,0.290730039
ENSMUSG00000040287,Stac3,-0.3,0.0885,0.422,0.374687549
ENSMUSG00000036928,Stag3,0.5,0.203,0.309,0.510041521
ENSMUSG00000016128,Stard13,0,0,0.594,0.226213555
ENSMUSG00000031216,Stard8,-0.4,0.144,0.361,0.442492798
ENSMUSG00000026389,Steap3,-0.1,0.0103,0.556,0.254925208
ENSMUSG00000026094,Stk17b,1.8,1.1,0.236,0.627087997
ENSMUSG00000061207,Stk19,-7.2,0.687,0.303,0.518557371
ENSMUSG00000063410,Stk24,1.8,2.57,0.0613,1.212539525
ENSMUSG00000026277,Stk25,-0.9,0.4,0.369,0.432973634
ENSMUSG00000022329,Stk3,-0.1,0.0109,0.707,0.150580586
ENSMUSG00000023403,Stk31,0,0,0.766,0.11577123
ENSMUSG00000039954,Stk32a,-4.3,1.41,0.187,0.728158393
ENSMUSG00000029123,Stk32b,-8.4,1.87,0.127,0.896196279
ENSMUSG00000015981,Stk32c,-0.1,0.00128,0.761,0.118615343
ENSMUSG00000031027,Stk33,0,0,0.766,0.11577123
ENSMUSG00000037885,Stk35,0,0,0.766,0.11577123
ENSMUSG00000024006,Stk38,0,0,0.766,0.11577123
ENSMUSG00000001630,Stk38l,1.5,0.304,0.405,0.392544977
ENSMUSG00000027030,Stk39,1,0.304,0.405,0.392544977
ENSMUSG00000018209,Stk4,1.1,0.137,0.504,0.297569464
ENSMUSG00000042608,Stk40,2.4,1.88,0.126,0.899629455
ENSMUSG00000022044,Stmn4,-1.4,1.03,0.249,0.603800653
ENSMUSG00000036923,Stox1,-0.5,0.512,0.453,0.343901798
ENSMUSG00000069631,Strada,-5.8,0.263,0.426,0.370590401
ENSMUSG00000026027,Stradb,0,0,0.766,0.11577123
ENSMUSG00000020954,Strn3,-0.9,0.916,0.146,0.835647144
ENSMUSG00000032899,Styk1,-2,1.26,0.209,0.679853714
ENSMUSG00000019178,Styxl1,0.1,0.00492,0.731,0.136082623
ENSMUSG00000052738,Suclg1,2.1,0.503,0.342,0.465973894
ENSMUSG00000027762,Sucnr1,1.2,0.38,0.377,0.42365865
ENSMUSG00000066900,Suds3,0,0,0.72,0.142667504
ENSMUSG00000025231,Sufu,0,0,0.594,0.226213555
ENSMUSG00000011306,Sugp1,0,0,0.72,0.142667504
ENSMUSG00000016918,Sulf1,1.2,0.594,0.188,0.725842151
ENSMUSG00000029269,Sult1b1,-0.4,0.067,0.583,0.234331445
ENSMUSG00000074375,Sult2a3,-0.6,0.347,0.387,0.412289035
ENSMUSG00000074377,Sult2a4,0,0,0.766,0.11577123
ENSMUSG00000078799,Sult2a5,-0.3,0.0418,0.623,0.205511953
ENSMUSG00000070810,Sult2a6,-5.9,0.194,0.465,0.332547047
ENSMUSG00000003271,Sult2b1,1.9,2.02,0.0749,1.125518182
ENSMUSG00000026021,Sumo1,0,0,0.594,0.226213555
ENSMUSG00000036817,Sun1,0,0,0.72,0.142667504
ENSMUSG00000040985,Sun3,1.6,1.92,0.167,0.777283529
ENSMUSG00000049858,Suox,-8.1,1.23,0.214,0.669586227
ENSMUSG00000038954,Supt3,-1.8,0.74,0.407,0.390405591
ENSMUSG00000053134,Supt7l,-2.7,0.65,0.425,0.37161107
ENSMUSG00000006342,Susd2,-6,6.02,0.0246,1.609064893
ENSMUSG00000026646,Suv39h2,4.2,3.62,0.0473,1.325138859
ENSMUSG00000017548,Suz12,0.9,0.212,0.303,0.518557371
ENSMUSG00000038486,Sv2a,-5,0.685,0.303,0.518557371
ENSMUSG00000051238,Swsap1,0,0,0.594,0.226213555
ENSMUSG00000025480,Syce1,0,0,0.594,0.226213555
ENSMUSG00000060445,Sycp2,1.6,1.66,0.0884,1.053547735
ENSMUSG00000028821,Syf2,-6.1,24.1,0.000489,3.310691141
ENSMUSG00000001333,Sync,0.6,0.034,0.636,0.196542884
ENSMUSG00000031255,Sytl4,0,0,0.766,0.11577123
ENSMUSG00000033253,Szt2,2.3,1.5,0.096,1.017728767
ENSMUSG00000056379,Taar1,1.5,0.36,0.383,0.416801226
ENSMUSG00000022414,Tab1,0.1,0.000199,0.765,0.116338565
ENSMUSG00000061762,Tac1,0,0,0.594,0.226213555
ENSMUSG00000025400,Tac2,0,0,0.594,0.226213555
ENSMUSG00000065954,Tacc1,-0.1,0.0191,0.528,0.277366077
ENSMUSG00000030852,Tacc2,0,0,0.594,0.226213555
ENSMUSG00000037313,Tacc3,1.2,0.757,0.165,0.782516056
ENSMUSG00000030043,Tacr1,0,0,0.594,0.226213555
ENSMUSG00000020081,Tacr2,0.5,0.104,0.408,0.389339837
ENSMUSG00000028172,Tacr3,0,0,0.594,0.226213555
ENSMUSG00000026563,Tada1,-3.7,3.93,0.027,1.568636236
ENSMUSG00000029196,Tada2b,-6.1,15,0.00265,2.576754126
ENSMUSG00000048930,Tada3,-0.6,0.639,0.427,0.369572125
ENSMUSG00000031314,Taf1,-0.9,0.208,0.455,0.341988603
ENSMUSG00000043866,Taf10,-0.5,0.235,0.292,0.534617149
ENSMUSG00000024218,Taf11,-0.3,0.0213,0.525,0.279840697
ENSMUSG00000028899,Taf12,0.1,0.0126,0.548,0.261219442
ENSMUSG00000048100,Taf13,-6.2,7.5,0.0168,1.774690718
ENSMUSG00000020680,Taf15,1.9,1.49,0.0965,1.015472687
ENSMUSG00000059669,Taf1b,0,0,0.594,0.226213555
ENSMUSG00000031832,Taf1c,-0.5,0.194,0.315,0.501689446
ENSMUSG00000025782,Taf3,0.5,0.149,0.554,0.256490235
ENSMUSG00000039117,Taf4,1.5,1.08,0.343,0.46470588
ENSMUSG00000054321,Taf4b,0,0,0.72,0.142667504
ENSMUSG00000025049,Taf5,2.4,0.892,0.149,0.826813732
ENSMUSG00000038697,Taf5l,-3.7,5.34,0.0296,1.528708289
ENSMUSG00000003680,Taf6l,-6,16.2,0.00223,2.651695137
ENSMUSG00000009596,Taf7l,0,0,0.72,0.142667504
ENSMUSG00000023980,Taf8,0,0,0.72,0.142667504
ENSMUSG00000052293,Taf9,0,0,0.594,0.226213555
ENSMUSG00000047242,Taf9b,2.4,2.96,0.0999,1.000434512
ENSMUSG00000032085,Tagln,0.5,0.0638,0.453,0.343901798
ENSMUSG00000026547,Tagln2,0,0,0.594,0.226213555
ENSMUSG00000028717,Tal1,0,0,0.594,0.226213555
ENSMUSG00000028417,Tal2,0,0,0.594,0.226213555
ENSMUSG00000025503,Taldo1,1.4,0.678,0.176,0.754487332
ENSMUSG00000035168,Tanc1,0,0,0.72,0.142667504
ENSMUSG00000053580,Tanc2,0,0,0.72,0.142667504
ENSMUSG00000013539,Tango2,0,0,0.766,0.11577123
ENSMUSG00000064289,Tank,0,0,0.594,0.226213555
ENSMUSG00000017291,Taok1,2.6,1,0.255,0.59345982
ENSMUSG00000059981,Taok2,1.3,0.258,0.428,0.368556231
ENSMUSG00000061288,Taok3,-0.5,0.0761,0.568,0.245651664
ENSMUSG00000090290,Tarbp1,0,0,0.72,0.142667504
ENSMUSG00000023051,Tarbp2,0.6,0.097,0.415,0.381951903
ENSMUSG00000041459,Tardbp,-0.8,0.364,0.242,0.616184634
ENSMUSG00000022241,Tars,-0.9,0.208,0.455,0.341988603
ENSMUSG00000030515,Tarsl2,-0.3,0.184,0.538,0.269217724
ENSMUSG00000028738,Tas1r2,5.8,6.69,0.00685,2.164309429
ENSMUSG00000001670,Tat,-0.2,0.0381,0.63,0.200659451
ENSMUSG00000040158,Tax1bp3,-1.8,1.16,0.325,0.488116639
ENSMUSG00000033083,Tbc1d4,0.6,0.134,0.368,0.434152181
ENSMUSG00000028030,Tbck,-0.1,0.0119,0.704,0.152427341
ENSMUSG00000020115,Tbk1,-4.1,0.501,0.343,0.46470588
ENSMUSG00000025246,Tbl1x,1.1,0.199,0.312,0.505845406
ENSMUSG00000014767,Tbp,-0.3,0.0998,0.411,0.386158178
ENSMUSG00000071359,Tbpl1,0,0,0.72,0.142667504
ENSMUSG00000061809,Tbpl2,0,0,0.72,0.142667504
ENSMUSG00000035033,Tbr1,-0.1,0.0163,0.534,0.272458743
ENSMUSG00000011114,Tbrg1,0.5,0.0867,0.424,0.372634143
ENSMUSG00000000384,Tbrg4,0.3,0.0592,0.459,0.338187314
ENSMUSG00000009097,Tbx1,0,0,0.594,0.226213555
ENSMUSG00000037477,Tbx10,-7.2,2.95,0.1,1
ENSMUSG00000027868,Tbx15,1.8,0.181,0.325,0.488116639
ENSMUSG00000032419,Tbx18,-0.2,0.0577,0.618,0.209011525
ENSMUSG00000026572,Tbx19,0,0,0.72,0.142667504
ENSMUSG00000000093,Tbx2,0.6,0.0843,0.426,0.370590401
ENSMUSG00000031965,Tbx20,0,0,0.72,0.142667504
ENSMUSG00000001444,Tbx21,0.7,0.984,0.362,0.441291429
ENSMUSG00000031241,Tbx22,2.2,1.3,0.109,0.962573502
ENSMUSG00000018604,Tbx3,0,0,0.594,0.226213555
ENSMUSG00000000094,Tbx4,0,0,0.594,0.226213555
ENSMUSG00000018263,Tbx5,0,0,0.594,0.226213555
ENSMUSG00000030699,Tbx6,0,0,0.594,0.226213555
ENSMUSG00000034881,Tbxa2r,0.4,0.0773,0.439,0.35753548
ENSMUSG00000029925,Tbxas1,-0.3,0.1,0.411,0.386158178
ENSMUSG00000007877,Tcap,0.6,0.183,0.323,0.490797478
ENSMUSG00000033813,Tcea1,0,0,0.594,0.226213555
ENSMUSG00000059540,Tcea2,0,0,0.594,0.226213555
ENSMUSG00000001604,Tcea3,0,0,0.594,0.226213555
ENSMUSG00000049536,Tceal1,0,0,0.72,0.142667504
ENSMUSG00000054034,Tceal5,1.6,0.0502,0.625,0.204119983
ENSMUSG00000031409,Tceal6,4.8,6.24,0.0234,1.630784143
ENSMUSG00000079428,Tceal7,1.6,1.58,0.228,0.642065153
ENSMUSG00000051579,Tceal8,-1.9,1.38,0.279,0.554395797
ENSMUSG00000042712,Tceal9,0,0,0.594,0.226213555
ENSMUSG00000051224,Tceanc,0,0,0.72,0.142667504
ENSMUSG00000028619,Tceanc2,-0.7,0.871,0.382,0.417936637
ENSMUSG00000024498,Tcerg1,0,0,0.72,0.142667504
ENSMUSG00000091002,Tcerg1l,-0.1,0.00907,0.559,0.252588192
ENSMUSG00000032228,Tcf12,0,0,0.594,0.226213555
ENSMUSG00000068079,Tcf15,0.7,0.412,0.228,0.642065153
ENSMUSG00000050410,Tcf19,-0.7,0.801,0.396,0.402304814
ENSMUSG00000041852,Tcf20,0,0,0.594,0.226213555
ENSMUSG00000045680,Tcf21,0,0,0.594,0.226213555
ENSMUSG00000006642,Tcf23,3.3,7.47,0.0169,1.772113295
ENSMUSG00000099032,Tcf24,0,0,0.72,0.142667504
ENSMUSG00000020167,Tcf3,0,0,0.594,0.226213555
ENSMUSG00000053477,Tcf4,0.9,0.696,0.173,0.761953897
ENSMUSG00000000782,Tcf7,0,0,0.594,0.226213555
ENSMUSG00000055799,Tcf7l1,0.5,0.202,0.31,0.508638306
ENSMUSG00000024985,Tcf7l2,0,0,0.594,0.226213555
ENSMUSG00000038932,Tcfl5,0,0,0.72,0.142667504
ENSMUSG00000041359,Tcl1,-6.9,22.3,0.00901,2.045275209
ENSMUSG00000020432,Tcn2,0,0,0.594,0.226213555
ENSMUSG00000024613,Tcof1,-0.5,0.191,0.317,0.498940738
ENSMUSG00000071322,Tcp10a,0,0,0.594,0.226213555
ENSMUSG00000055602,Tcp10b,0,0,0.594,0.226213555
ENSMUSG00000062859,Tcp11,0,0,0.594,0.226213555
ENSMUSG00000076750,Tcrg-V3,-0.4,0.053,0.467,0.330683119
ENSMUSG00000076745,Tcrg-V4,0,0,0.594,0.226213555
ENSMUSG00000076747,Tcrg-V5,0,0,0.594,0.226213555
ENSMUSG00000076746,Tcrg-V6,2.1,0.579,0.191,0.718966633
ENSMUSG00000076744,Tcrg-V7,3.8,4.12,0.0391,1.407823243
ENSMUSG00000023949,Tcte1,-0.2,0.0622,0.455,0.341988603
ENSMUSG00000038347,Tcte2,1.1,0.687,0.174,0.759450752
ENSMUSG00000034674,Tdg,-0.4,0.148,0.356,0.448550002
ENSMUSG00000032494,Tdgf1,5.9,9.03,0.0184,1.735182177
ENSMUSG00000021177,Tdp1,-0.1,0.000232,0.593,0.226945307
ENSMUSG00000035958,Tdp2,-0.2,0.0357,0.493,0.307153081
ENSMUSG00000054003,Tdrd9,0.6,0.205,0.53,0.27572413
ENSMUSG00000055320,Tead1,0.3,0.0307,0.504,0.297569464
ENSMUSG00000030796,Tead2,-0.3,0.133,0.37,0.431798276
ENSMUSG00000002249,Tead3,0,0,0.594,0.226213555
ENSMUSG00000030353,Tead4,0.5,0.069,0.447,0.349692477
ENSMUSG00000029217,Tec,-0.6,0.206,0.307,0.512861625
ENSMUSG00000037705,Tecta,0,0,0.594,0.226213555
ENSMUSG00000024979,Tectb,0.4,0.0996,0.411,0.386158178
ENSMUSG00000022389,Tef,0,0,0.594,0.226213555
ENSMUSG00000006386,Tek,0.9,0.477,0.212,0.673664139
ENSMUSG00000020799,Tekt1,2.1,1.16,0.121,0.91721463
ENSMUSG00000024175,Tekt4,0.5,0.229,0.522,0.282329497
ENSMUSG00000016150,Tenm1,0,0,0.594,0.226213555
ENSMUSG00000049336,Tenm2,-0.2,0.053,0.467,0.330683119
ENSMUSG00000031561,Tenm3,0,0,0.594,0.226213555
ENSMUSG00000048078,Tenm4,0.5,0.0967,0.415,0.381951903
ENSMUSG00000006281,Tep1,0.4,0.0464,0.477,0.321481621
ENSMUSG00000025925,Terf1,0,0,0.594,0.226213555
ENSMUSG00000031921,Terf2,0,0,0.594,0.226213555
ENSMUSG00000033430,Terf2ip,1.6,4.19,0.0543,1.26520017
ENSMUSG00000021611,Tert,-0.4,0.106,0.406,0.391473966
ENSMUSG00000029552,Tes,0,0,0.594,0.226213555
ENSMUSG00000028458,Tesk1,0.1,0.0141,0.54,0.26760624
ENSMUSG00000033985,Tesk2,2.6,0.986,0.257,0.590066877
ENSMUSG00000024905,Tesmin,0.3,0.0398,0.486,0.313363731
ENSMUSG00000047146,Tet1,2.9,2.27,0.0687,1.163043263
ENSMUSG00000009670,Tex11,-0.1,0.0127,0.544,0.2644011
ENSMUSG00000010342,Tex14,2.3,0.956,0.263,0.580044252
ENSMUSG00000009628,Tex15,2.6,4.86,0.0366,1.436518915
ENSMUSG00000040548,Tex2,1,0.323,0.255,0.59345982
ENSMUSG00000014748,Tex261,0,0,0.594,0.226213555
ENSMUSG00000040813,Tex264,0,0,0.594,0.226213555
ENSMUSG00000026049,Tex30,0,0,0.594,0.226213555
ENSMUSG00000090626,Tex9,0.5,0.182,0.323,0.490797478
ENSMUSG00000003923,Tfam,-0.3,0.0213,0.525,0.279840697
ENSMUSG00000021359,Tfap2a,0,0,0.594,0.226213555
ENSMUSG00000025927,Tfap2b,0,0,0.594,0.226213555
ENSMUSG00000028640,Tfap2c,0,0,0.594,0.226213555
ENSMUSG00000042596,Tfap2d,2.9,3.61,0.0772,1.1123827
ENSMUSG00000042477,Tfap2e,-3.4,1.57,0.23,0.638272164
ENSMUSG00000005718,Tfap4,0,0,0.72,0.142667504
ENSMUSG00000009733,Tfcp2,0,0,0.594,0.226213555
ENSMUSG00000038482,Tfdp1,0,0,0.594,0.226213555
ENSMUSG00000032411,Tfdp2,0,0,0.594,0.226213555
ENSMUSG00000000134,Tfe3,0,0,0.594,0.226213555
ENSMUSG00000023990,Tfeb,5,17.9,0.0114,1.943095149
ENSMUSG00000029553,Tfec,0,0,0.594,0.226213555
ENSMUSG00000024032,Tff1,1.2,1.24,0.113,0.946921557
ENSMUSG00000024028,Tff2,0,0,0.594,0.226213555
ENSMUSG00000024029,Tff3,0.1,0.00773,0.563,0.249491605
ENSMUSG00000022757,Tfg,-0.8,0.364,0.242,0.616184634
ENSMUSG00000029345,Tfip11,0,0,0.72,0.142667504
ENSMUSG00000027082,Tfpi,0,0,0.594,0.226213555
ENSMUSG00000029664,Tfpi2,0.7,0.233,0.293,0.53313238
ENSMUSG00000006335,Tfpt,0,0,0.594,0.226213555
ENSMUSG00000053469,Tg,0,0,0.594,0.226213555
ENSMUSG00000022130,Tgds,0,0,0.594,0.226213555
ENSMUSG00000029999,Tgfa,0.6,0.192,0.316,0.500312917
ENSMUSG00000002603,Tgfb1,0,0,0.594,0.226213555
ENSMUSG00000030782,Tgfb1i1,-0.6,0.415,0.228,0.642065153
ENSMUSG00000039239,Tgfb2,2,0.915,0.146,0.835647144
ENSMUSG00000021253,Tgfb3,0,0,0.594,0.226213555
ENSMUSG00000035493,Tgfbi,1.8,0.593,0.188,0.725842151
ENSMUSG00000007613,Tgfbr1,3.1,5.66,0.0274,1.562249437
ENSMUSG00000032440,Tgfbr2,1.9,1.24,0.113,0.946921557
ENSMUSG00000029287,Tgfbr3,0,0,0.594,0.226213555
ENSMUSG00000047407,Tgif1,-0.5,0.183,0.323,0.490797478
ENSMUSG00000062175,Tgif2,-5.8,3.09,0.0947,1.023650021
ENSMUSG00000022218,Tgm1,-0.1,0.00163,0.585,0.232844134
